date,solarAltitude,solarAzimuth,angleOfIncidence,cosineFactor,IAM
26.05.2024 08:30,27.3217,94.6783,63.4094,0.4476,0.9234
26.05.2024 08:45,29.1732,98.0419,59.9958,0.5001,0.9442
26.05.2024 09:00,31.0095,101.4777,56.5702,0.5509,0.9595
26.05.2024 09:15,32.8235,104.9961,53.1338,0.5999,0.9706
26.05.2024 09:30,34.6076,108.6081,49.6878,0.6470,0.9786
26.05.2024 09:45,36.3538,112.3251,46.2332,0.6917,0.9845
26.05.2024 10:00,38.0535,116.1585,42.7709,0.7341,0.9887
26.05.2024 10:15,39.6975,120.1195,39.3017,0.7738,0.9917
26.05.2024 10:30,41.2757,124.2191,35.8264,0.8108,0.9938
26.05.2024 10:45,42.7777,128.4669,32.3459,0.8448,0.9953
26.05.2024 11:00,44.1923,132.8713,28.8610,0.8758,0.9963
26.05.2024 11:15,45.5076,137.4382,25.3723,0.9035,0.9970
26.05.2024 11:30,46.7117,142.1705,21.8807,0.9280,0.9975
26.05.2024 11:45,47.7921,147.0670,18.3872,0.9489,0.9977
26.05.2024 12:00,48.7368,152.1214,14.8932,0.9664,0.9979
26.05.2024 12:15,49.5342,157.3221,11.4010,0.9803,0.9980
26.05.2024 12:30,50.1736,162.6511,7.9162,0.9905,0.9981
26.05.2024 12:45,50.6461,168.0846,4.4605,0.9970,0.9981
26.05.2024 13:00,50.9445,173.5933,1.3014,0.9997,0.9981
26.05.2024 13:15,51.0643,179.1437,2.8403,0.9988,0.9981
26.05.2024 13:30,51.0036,184.7001,6.2461,0.9941,0.9981
26.05.2024 13:45,50.7633,190.2261,9.7219,0.9856,0.9981
26.05.2024 14:00,50.3472,195.6874,13.2113,0.9735,0.9980
26.05.2024 14:15,49.7617,201.0532,16.7046,0.9578,0.9978
26.05.2024 14:30,49.0152,206.2977,20.1981,0.9385,0.9976
26.05.2024 14:45,48.1179,211.4011,23.6903,0.9157,0.9972
26.05.2024 15:00,47.0811,216.3497,27.1799,0.8896,0.9967
26.05.2024 15:15,45.9168,221.1357,30.6662,0.8602,0.9958
26.05.2024 15:30,44.6373,225.7562,34.1482,0.8276,0.9946
26.05.2024 15:45,43.2549,230.2129,37.6252,0.7920,0.9928
26.05.2024 16:00,41.7814,234.5109,41.0965,0.7536,0.9902
26.05.2024 16:15,40.2282,238.6578,44.5613,0.7125,0.9867
26.05.2024 16:30,38.6061,242.6629,48.0187,0.6689,0.9817
26.05.2024 16:45,36.9252,246.5368,51.4678,0.6230,0.9748
26.05.2024 17:00,35.1950,250.2907,54.9077,0.5749,0.9653
26.05.2024 17:15,33.4244,253.9360,58.3373,0.5249,0.9522
26.05.2024 17:30,31.6215,257.4841,61.7554,0.4732,0.9343
26.05.2024 17:45,29.7941,260.9460,65.1609,0.4201,0.9098
26.05.2024 18:00,27.9494,264.3324,68.5522,0.3657,0.8761
26.05.2024 18:15,26.0942,267.6537,71.9278,0.3102,0.8299
26.05.2024 18:30,24.2349,270.9195,75.2859,0.2540,0.7663
26.05.2024 18:45,22.3778,274.1391,78.6247,0.1972,0.6785
26.05.2024 19:00,20.5286,277.3210,81.9417,0.1402,0.5566
26.05.2024 19:15,18.6933,280.4734,85.2346,0.0831,0.3859
26.05.2024 19:30,16.8775,283.6039,88.5003,0.0262,0.1444
26.05.2024 19:45,15.0863,286.7195,91.7359,-0.0303,0.0000
26.05.2024 20:00,13.3250,289.8271,94.9378,-0.0861,0.0000
26.05.2024 20:15,11.6005,292.9325,98.1005,-0.1409,0.0000
26.05.2024 20:30,9.9181,296.0415,101.2191,-0.1946,0.0000
26.05.2024 20:45,8.2841,299.1594,104.2873,-0.2468,0.0000
26.05.2024 21:00,6.7053,302.2906,107.2973,-0.2973,0.0000
26.05.2024 21:15,5.1899,305.4396,110.2391,-0.3459,0.0000
26.05.2024 21:30,3.7483,308.6100,113.0998,-0.3923,0.0000
26.05.2024 21:45,2.3948,311.8049,115.8611,-0.4362,0.0000
26.05.2024 22:00,1.1508,315.0270,118.4971,-0.4771,0.0000
26.05.2024 22:15,0.0455,318.2783,120.9719,-0.5146,0.0000
26.05.2024 22:30,-0.8944,321.5602,123.2488,-0.5483,0.0000
26.05.2024 22:45,-1.6794,324.8734,125.3220,-0.5782,0.0000
26.05.2024 23:00,-2.4053,328.2182,127.2633,-0.6055,0.0000
26.05.2024 23:15,-3.7475,331.5940,129.6951,-0.6387,0.0000
26.05.2024 23:30,-5.3389,334.9996,132.2741,-0.6727,0.0000
26.05.2024 23:45,-6.2283,338.4331,134.0731,-0.6956,0.0000
27.05.2024 00:00,-6.9213,341.8920,135.5441,-0.7138,0.0000
27.05.2024 00:15,-7.4754,345.3732,136.7200,-0.7280,0.0000
27.05.2024 00:30,-7.9055,348.8731,137.5956,-0.7384,0.0000
27.05.2024 00:45,-8.2159,352.3877,138.1591,-0.7450,0.0000
27.05.2024 01:00,-8.4042,355.9124,138.3972,-0.7478,0.0000
27.05.2024 01:15,-8.4780,359.4426,138.3132,-0.7468,0.0000
27.05.2024 01:30,-8.4370,2.9735,137.9088,-0.7421,0.0000
27.05.2024 01:45,-8.2813,6.5002,137.1934,-0.7337,0.0000
27.05.2024 02:00,-8.0063,10.0179,136.1767,-0.7215,0.0000
27.05.2024 02:15,-7.6105,13.5221,134.8761,-0.7056,0.0000
27.05.2024 02:30,-7.0926,17.0087,133.3120,-0.6860,0.0000
27.05.2024 02:45,-6.4419,20.4738,131.4970,-0.6626,0.0000
27.05.2024 03:00,-5.6209,23.9143,129.4189,-0.6350,0.0000
27.05.2024 03:15,-4.4010,27.3274,126.8944,-0.6003,0.0000
27.05.2024 03:30,-2.6396,30.7111,123.8244,-0.5567,0.0000
27.05.2024 03:45,-1.8845,34.0639,121.6016,-0.5240,0.0000
27.05.2024 04:00,-1.1313,37.3852,119.3284,-0.4898,0.0000
27.05.2024 04:15,-0.2389,40.6748,116.8930,-0.4523,0.0000
27.05.2024 04:30,0.8216,43.9334,114.2829,-0.4112,0.0000
27.05.2024 04:45,2.0299,47.1622,111.5259,-0.3669,0.0000
27.05.2024 05:00,3.3554,50.3631,108.6558,-0.3199,0.0000
27.05.2024 05:15,4.7743,53.5384,105.6979,-0.2706,0.0000
27.05.2024 05:30,6.2707,56.6912,102.6696,-0.2193,0.0000
27.05.2024 05:45,7.8333,59.8251,99.5829,-0.1665,0.0000
27.05.2024 06:00,9.4535,62.9440,96.4465,-0.1123,0.0000
27.05.2024 06:15,11.1240,66.0526,93.2674,-0.0570,0.0000
27.05.2024 06:30,12.8385,69.1558,90.0510,-0.0009,0.0000
27.05.2024 06:45,14.5911,72.2592,86.8016,0.0558,0.2809
27.05.2024 07:00,16.3765,75.3688,83.5229,0.1128,0.4820
27.05.2024 07:15,18.1877,78.4910,80.2191,0.1699,0.6251
27.05.2024 07:30,20.0202,81.6328,76.8922,0.2268,0.7277
27.05.2024 07:45,21.8683,84.8016,73.5447,0.2833,0.8019
27.05.2024 08:00,23.7264,88.0055,70.1788,0.3391,0.8557
27.05.2024 08:15,25.5885,91.2528,66.7963,0.3940,0.8949
27.05.2024 08:30,27.4488,94.5527,63.3989,0.4478,0.9234
27.05.2024 08:45,29.3006,97.9147,59.9881,0.5002,0.9443
27.05.2024 09:00,31.1376,101.3490,56.5653,0.5510,0.9595
27.05.2024 09:15,32.9524,104.8662,53.1317,0.6000,0.9706
27.05.2024 09:30,34.7377,108.4773,49.6884,0.6469,0.9786
27.05.2024 09:45,36.4854,112.1937,46.2364,0.6917,0.9845
27.05.2024 10:00,38.1868,116.0270,42.7767,0.7340,0.9887
27.05.2024 10:15,39.8327,119.9884,39.3101,0.7737,0.9917
27.05.2024 10:30,41.4131,124.0889,35.8376,0.8107,0.9938
27.05.2024 10:45,42.9176,128.3385,32.3598,0.8447,0.9953
27.05.2024 11:00,44.3347,132.7456,28.8776,0.8757,0.9963
27.05.2024 11:15,45.6529,137.3163,25.3919,0.9034,0.9970
27.05.2024 11:30,46.8598,142.0536,21.9035,0.9278,0.9974
27.05.2024 11:45,47.9432,146.9564,18.4136,0.9488,0.9977
27.05.2024 12:00,48.8909,152.0186,14.9238,0.9663,0.9979
27.05.2024 12:15,49.6910,157.2283,11.4372,0.9801,0.9980
27.05.2024 12:30,50.3331,162.5678,7.9612,0.9904,0.9981
27.05.2024 12:45,50.8080,168.0130,4.5242,0.9969,0.9981
27.05.2024 13:00,51.1084,173.5344,1.4476,0.9997,0.9981
27.05.2024 13:15,51.2298,179.0982,2.8761,0.9987,0.9981
27.05.2024 13:30,51.1703,184.6683,6.2444,0.9941,0.9981
27.05.2024 13:45,50.9307,190.2080,9.7078,0.9857,0.9981
27.05.2024 14:00,50.5150,195.6826,13.1904,0.9736,0.9980
27.05.2024 14:15,49.9294,201.0609,16.6787,0.9579,0.9978
27.05.2024 14:30,49.1824,206.3169,20.1684,0.9387,0.9976
27.05.2024 14:45,48.2843,211.4308,23.6573,0.9160,0.9972
27.05.2024 15:00,47.2465,216.3886,27.1439,0.8899,0.9967
27.05.2024 15:15,46.0811,221.1824,30.6274,0.8605,0.9958
27.05.2024 15:30,44.8004,225.8096,34.1067,0.8280,0.9946
27.05.2024 15:45,43.4167,230.2718,37.5812,0.7925,0.9928
27.05.2024 16:00,41.9419,234.5742,41.0500,0.7541,0.9903
27.05.2024 16:15,40.3875,238.7245,44.5122,0.7131,0.9867
27.05.2024 16:30,38.7642,242.7322,47.9671,0.6696,0.9818
27.05.2024 16:45,37.0823,246.6080,51.4138,0.6237,0.9749
27.05.2024 17:00,35.3512,250.3631,54.8511,0.5757,0.9655
27.05.2024 17:15,33.5798,254.0091,58.2782,0.5258,0.9525
27.05.2024 17:30,31.7763,257.5574,61.6937,0.4742,0.9347
27.05.2024 17:45,29.9484,261.0191,65.0965,0.4211,0.9103
27.05.2024 18:00,28.1033,264.4050,68.4851,0.3667,0.8769
27.05.2024 18:15,26.2479,267.7255,71.8580,0.3114,0.8310
27.05.2024 18:30,24.3885,270.9902,75.2133,0.2552,0.7680
27.05.2024 18:45,22.5314,274.2085,78.5491,0.1985,0.6809
27.05.2024 19:00,20.6824,277.3888,81.8632,0.1415,0.5600
27.05.2024 19:15,18.8473,280.5396,85.1529,0.0845,0.3909
27.05.2024 19:30,17.0317,283.6682,88.4155,0.0277,0.1519
27.05.2024 19:45,15.2411,286.7818,91.6477,-0.0288,0.0000
27.05.2024 20:00,13.4801,289.8871,94.8462,-0.0845,0.0000
27.05.2024 20:15,11.7561,292.9901,98.0054,-0.1393,0.0000
27.05.2024 20:30,10.0741,296.0966,101.1205,-0.1929,0.0000
27.05.2024 20:45,8.4403,299.2117,104.1851,-0.2451,0.0000
27.05.2024 21:00,6.8615,302.3401,107.1916,-0.2956,0.0000
27.05.2024 21:15,5.3457,305.4860,110.1302,-0.3442,0.0000
27.05.2024 21:30,3.9028,308.6531,112.9881,-0.3905,0.0000
27.05.2024 21:45,2.5465,311.8445,115.7481,-0.4344,0.0000
27.05.2024 22:00,1.2966,315.0629,118.3852,-0.4754,0.0000
27.05.2024 22:15,0.1811,318.3103,120.8650,-0.5130,0.0000
27.05.2024 22:30,-0.7726,321.5881,123.1503,-0.5468,0.0000
27.05.2024 22:45,-1.5675,324.8971,125.2285,-0.5768,0.0000
27.05.2024 23:00,-2.2793,328.2374,127.1529,-0.6039,0.0000
27.05.2024 23:15,-3.2957,331.6085,129.2735,-0.6330,0.0000
27.05.2024 23:30,-5.1115,335.0092,132.0598,-0.6699,0.0000
27.05.2024 23:45,-6.0389,338.4377,133.8911,-0.6933,0.0000
28.05.2024 00:00,-6.7429,341.8914,135.3695,-0.7117,0.0000
28.05.2024 00:15,-7.3018,345.3674,136.5477,-0.7259,0.0000
28.05.2024 00:30,-7.7346,348.8619,137.4244,-0.7364,0.0000
28.05.2024 00:45,-8.0472,352.3710,137.9898,-0.7430,0.0000
28.05.2024 01:00,-8.2404,355.8903,138.2338,-0.7459,0.0000
28.05.2024 01:15,-8.3151,359.4151,138.1528,-0.7449,0.0000
28.05.2024 01:30,-8.2751,2.9405,137.7528,-0.7403,0.0000
28.05.2024 01:45,-8.1184,6.4619,137.0405,-0.7318,0.0000
28.05.2024 02:00,-7.8418,9.9743,136.0272,-0.7197,0.0000
28.05.2024 02:15,-7.4457,13.4735,134.7321,-0.7038,0.0000
28.05.2024 02:30,-6.9260,16.9551,133.1724,-0.6842,0.0000
28.05.2024 02:45,-6.2695,20.4155,131.3580,-0.6608,0.0000
28.05.2024 03:00,-5.4277,23.8513,129.2671,-0.6329,0.0000
28.05.2024 03:15,-4.0399,27.2600,126.5969,-0.5962,0.0000
28.05.2024 03:30,-2.5086,30.6395,123.7398,-0.5554,0.0000
28.05.2024 03:45,-1.7848,33.9883,121.5498,-0.5232,0.0000
28.05.2024 04:00,-1.0274,37.3058,119.2775,-0.4890,0.0000
28.05.2024 04:15,-0.1241,40.5919,116.8373,-0.4515,0.0000
28.05.2024 04:30,0.9452,43.8471,114.2240,-0.4103,0.0000
28.05.2024 04:45,2.1582,47.0727,111.4671,-0.3660,0.0000
28.05.2024 05:00,3.4855,50.2706,108.5993,-0.3189,0.0000
28.05.2024 05:15,4.9046,53.4430,105.6449,-0.2697,0.0000
28.05.2024 05:30,6.4004,56.5931,102.6205,-0.2185,0.0000
28.05.2024 05:45,7.9620,59.7244,99.5378,-0.1657,0.0000
28.05.2024 06:00,9.5809,62.8408,96.4055,-0.1116,0.0000
28.05.2024 06:15,11.2502,65.9470,93.2304,-0.0564,0.0000
28.05.2024 06:30,12.9635,69.0479,90.0178,-0.0003,0.0000
28.05.2024 06:45,14.7152,72.1491,86.7720,0.0563,0.2830
28.05.2024 07:00,16.4994,75.2565,83.4970,0.1133,0.4833
28.05.2024 07:15,18.3098,78.3766,80.1966,0.1703,0.6259
28.05.2024 07:30,20.1416,81.5163,76.8729,0.2271,0.7282
28.05.2024 07:45,21.9893,84.6832,73.5286,0.2835,0.8022
28.05.2024 08:00,23.8471,87.8851,70.1657,0.3393,0.8559
28.05.2024 08:15,25.7092,91.1306,66.7862,0.3942,0.8950
28.05.2024 08:30,27.5695,94.4288,63.3916,0.4479,0.9235
28.05.2024 08:45,29.4218,97.7892,59.9837,0.5002,0.9443
28.05.2024 09:00,31.2594,101.2221,56.5636,0.5510,0.9595
28.05.2024 09:15,33.0751,104.7380,53.1327,0.6000,0.9706
28.05.2024 09:30,34.8615,108.3481,49.6920,0.6469,0.9786
28.05.2024 09:45,36.6106,112.0638,46.2426,0.6916,0.9844
28.05.2024 10:00,38.3137,115.8967,42.7856,0.7339,0.9886
28.05.2024 10:15,39.9615,119.8583,39.3216,0.7736,0.9917
28.05.2024 10:30,41.5441,123.9597,35.8517,0.8105,0.9938
28.05.2024 10:45,43.0509,128.2109,32.3767,0.8445,0.9953
28.05.2024 11:00,44.4707,132.6205,28.8973,0.8755,0.9963
28.05.2024 11:15,45.7916,137.1947,25.4145,0.9032,0.9970
28.05.2024 11:30,47.0015,141.9366,21.9294,0.9276,0.9974
28.05.2024 11:45,48.0878,146.8453,18.4431,0.9486,0.9977
28.05.2024 12:00,49.0384,151.9148,14.9578,0.9661,0.9979
28.05.2024 12:15,49.8414,157.1332,11.4772,0.9800,0.9980
28.05.2024 12:30,50.4862,162.4828,8.0104,0.9902,0.9981
28.05.2024 12:45,50.9635,167.9392,4.5932,0.9968,0.9981
28.05.2024 13:00,51.2660,173.4728,1.5940,0.9996,0.9981
28.05.2024 13:15,51.3892,179.0496,2.9167,0.9987,0.9981
28.05.2024 13:30,51.3309,184.6330,6.2443,0.9941,0.9981
28.05.2024 13:45,51.0922,190.1861,9.6941,0.9857,0.9981
28.05.2024 14:00,50.6769,195.6736,13.1693,0.9737,0.9980
28.05.2024 14:15,50.0913,201.0641,16.6526,0.9581,0.9978
28.05.2024 14:30,49.3440,206.3315,20.1383,0.9389,0.9976
28.05.2024 14:45,48.4453,211.4555,23.6238,0.9162,0.9972
28.05.2024 15:00,47.4067,216.4223,27.1074,0.8902,0.9967
28.05.2024 15:15,46.2402,221.2239,30.5880,0.8608,0.9958
28.05.2024 15:30,44.9584,225.8576,34.0647,0.8284,0.9946
28.05.2024 15:45,43.5735,230.3252,37.5366,0.7930,0.9928
28.05.2024 16:00,42.0976,234.6319,41.0029,0.7547,0.9903
28.05.2024 16:15,40.5421,238.7857,44.4627,0.7137,0.9868
28.05.2024 16:30,38.9178,242.7960,47.9151,0.6702,0.9819
28.05.2024 16:45,37.2349,246.6736,51.3593,0.6244,0.9750
28.05.2024 17:00,35.5030,250.4301,54.7942,0.5765,0.9657
28.05.2024 17:15,33.7308,254.0768,58.2188,0.5267,0.9528
28.05.2024 17:30,31.9267,257.6253,61.6318,0.4751,0.9351
28.05.2024 17:45,30.0983,261.0869,65.0320,0.4221,0.9108
28.05.2024 18:00,28.2529,264.4724,68.4180,0.3678,0.8777
28.05.2024 18:15,26.3973,267.7921,71.7882,0.3125,0.8321
28.05.2024 18:30,24.5378,271.0558,75.1408,0.2564,0.7695
28.05.2024 18:45,22.6807,274.2728,78.4738,0.1998,0.6832
28.05.2024 19:00,20.8318,277.4518,81.7850,0.1429,0.5633
28.05.2024 19:15,18.9969,280.6008,85.0718,0.0859,0.3958
28.05.2024 19:30,17.1816,283.7276,88.3312,0.0291,0.1592
28.05.2024 19:45,15.3914,286.8393,91.5602,-0.0272,0.0000
28.05.2024 20:00,13.6308,289.9425,94.7555,-0.0829,0.0000
28.05.2024 20:15,11.9071,293.0432,97.9114,-0.1376,0.0000
28.05.2024 20:30,10.2255,296.1472,101.0231,-0.1912,0.0000
28.05.2024 20:45,8.5919,299.2596,104.0843,-0.2433,0.0000
28.05.2024 21:00,7.0132,302.3852,107.0874,-0.2938,0.0000
28.05.2024 21:15,5.4970,305.5281,110.0228,-0.3424,0.0000
28.05.2024 21:30,4.0529,308.6920,112.8782,-0.3888,0.0000
28.05.2024 21:45,2.6940,311.8800,115.6367,-0.4327,0.0000
28.05.2024 22:00,1.4389,315.0948,118.2745,-0.4737,0.0000
28.05.2024 22:15,0.3140,318.3385,120.7586,-0.5114,0.0000
28.05.2024 22:30,-0.6527,321.6123,123.0519,-0.5454,0.0000
28.05.2024 22:45,-1.4584,324.9171,125.1362,-0.5755,0.0000
28.05.2024 23:00,-2.1634,328.2531,127.0506,-0.6025,0.0000
28.05.2024 23:15,-3.0160,331.6197,129.0130,-0.6295,0.0000
28.05.2024 23:30,-4.8723,335.0157,131.8332,-0.6670,0.0000
28.05.2024 23:45,-5.8514,338.4393,133.7102,-0.6910,0.0000
29.05.2024 00:00,-6.5688,341.8881,135.1985,-0.7096,0.0000
29.05.2024 00:15,-7.1333,345.3589,136.3799,-0.7239,0.0000
29.05.2024 00:30,-7.5691,348.8483,137.2584,-0.7344,0.0000
29.05.2024 00:45,-7.8836,352.3522,137.8256,-0.7411,0.0000
29.05.2024 01:00,-8.0794,355.8662,138.0731,-0.7440,0.0000
29.05.2024 01:15,-8.1572,359.3858,137.9974,-0.7431,0.0000
29.05.2024 01:30,-8.1172,2.9060,137.6007,-0.7385,0.0000
29.05.2024 01:45,-7.9593,6.4222,136.8916,-0.7301,0.0000
29.05.2024 02:00,-7.6831,9.9297,135.8837,-0.7179,0.0000
29.05.2024 02:15,-7.2866,13.4239,134.5938,-0.7021,0.0000
29.05.2024 02:30,-6.7648,16.9008,133.0379,-0.6825,0.0000
29.05.2024 02:45,-6.1012,20.3565,131.2230,-0.6590,0.0000
