Timestamp;'Global radiation';'Direct solar radiation';'Reflected radiation';'Diffuse radiation';Air temperature
01.06.2024 15:15;424.2;272.6;109.7;325.5;27.7
01.06.2024 15:30;207.2;11.7;46.1;192.2;27.7
01.06.2024 15:45;72.9;0.0;15.2;78.1;27.7
01.06.2024 16:00;36.1;0.0;5.8;38.8;25.2
01.06.2024 16:15;30.3;0.0;3.8;33.2;25.2
01.06.2024 16:30;39.9;0.0;6.0;42.3;25.2
01.06.2024 16:45;85.2;0.0;18.7;91.3;25.2
01.06.2024 17:00;190.0;0.0;43.2;198.6;22.7
01.06.2024 17:15;140.2;8.4;31.0;131.2;22.7
01.06.2024 17:30;41.0;0.1;8.2;39.5;22.7
01.06.2024 17:45;23.0;0.0;4.2;27.0;22.7
01.06.2024 18:00;65.2;0.0;13.9;75.0;19.8
01.06.2024 18:15;120.2;0.0;25.0;127.4;19.8
01.06.2024 18:30;127.0;20.1;28.2;125.9;19.8
01.06.2024 18:45;115.4;2.7;24.7;122.4;19.8
01.06.2024 19:00;111.3;1.8;24.5;119.0;19.9
01.06.2024 19:15;65.6;0.0;14.6;70.9;19.9
01.06.2024 19:30;67.2;0.0;14.6;71.0;19.9
01.06.2024 19:45;60.7;0.0;13.2;64.1;19.9
01.06.2024 20:00;60.0;11.0;14.0;61.6;19.6
01.06.2024 20:15;75.6;18.2;17.9;77.8;19.6
01.06.2024 20:30;55.2;2.1;12.9;58.2;19.6
01.06.2024 20:45;56.1;2.7;12.7;60.1;19.6
01.06.2024 21:00;69.0;14.0;16.4;72.7;19.2
01.06.2024 21:15;64.5;9.8;15.7;68.1;19.2
01.06.2024 21:30;52.2;3.3;13.1;54.5;19.2
01.06.2024 21:45;37.7;51.4;8.5;36.3;19.2
01.06.2024 22:00;16.9;3.6;3.8;17.6;19.1
01.06.2024 22:15;5.5;0.0;0.0;6.9;19.1
01.06.2024 22:30;1.8;0.0;0.0;2.8;19.1
01.06.2024 22:45;0.7;0.0;0.0;1.9;19.1
01.06.2024 23:00;0.0;0.0;0.0;0.1;17.2
01.06.2024 23:15;0.0;0.0;0.0;0.0;17.2
01.06.2024 23:30;0.0;0.0;0.0;0.0;17.2
01.06.2024 23:45;0.0;0.0;0.0;0.0;17.2
02.06.2024 00:00;0.0;0.0;0.0;0.0;16.5
02.06.2024 00:15;0.0;0.0;0.0;0.0;16.5
02.06.2024 00:30;0.0;0.0;0.0;0.0;16.5
02.06.2024 00:45;0.0;0.0;0.0;0.0;16.5
02.06.2024 01:00;0.0;0.0;0.0;0.0;15.5
02.06.2024 01:15;0.0;0.0;0.0;0.0;15.5
02.06.2024 01:30;0.0;0.0;0.0;0.0;15.5
02.06.2024 01:45;0.0;0.0;0.0;0.0;15.5
02.06.2024 02:00;0.0;0.0;0.0;0.0;15.0
02.06.2024 02:15;0.0;0.0;0.0;0.0;15.0
02.06.2024 02:30;0.0;0.0;0.0;0.0;15.0
02.06.2024 02:45;0.0;0.0;0.0;0.0;15.0
02.06.2024 03:00;0.0;0.0;0.0;0.0;14.6
02.06.2024 03:15;0.0;0.0;0.0;0.0;14.6
02.06.2024 03:30;0.0;0.0;0.0;0.0;14.6
02.06.2024 03:45;0.0;0.0;0.0;0.0;14.6
02.06.2024 04:00;0.5;0.0;0.0;0.8;14.5
02.06.2024 04:15;1.3;0.0;0.5;1.4;14.5
02.06.2024 04:30;3.9;0.0;0.3;4.1;14.5
02.06.2024 04:45;5.0;0.0;0.0;7.1;14.5
02.06.2024 05:00;5.8;2.0;0.6;5.9;16.5
02.06.2024 05:15;4.6;2.5;0.7;4.8;16.5
02.06.2024 05:30;12.2;0.0;2.2;13.5;16.5
02.06.2024 05:45;11.3;0.0;2.5;13.3;16.5
02.06.2024 06:00;20.7;0.0;4.9;23.7;16.3
02.06.2024 06:15;44.2;0.0;9.8;48.1;16.3
02.06.2024 06:30;53.0;1.6;11.5;55.0;16.3
02.06.2024 06:45;45.6;3.1;11.5;50.7;16.3
02.06.2024 07:00;86.4;0.6;20.6;94.5;16.9
02.06.2024 07:15;137.9;293.7;39.5;152.3;16.9
02.06.2024 07:30;386.4;553.1;108.0;231.1;16.9
02.06.2024 07:45;405.2;646.1;104.0;171.0;16.9
02.06.2024 08:00;419.9;669.4;106.7;164.1;19.3
02.06.2024 08:15;462.3;677.9;117.2;189.1;19.3
02.06.2024 08:30;507.9;690.5;127.6;226.2;19.3
02.06.2024 08:45;600.9;691.6;151.4;282.9;19.3
02.06.2024 09:00;345.7;219.2;75.2;332.2;20.0
02.06.2024 09:15;284.4;207.7;88.0;279.0;20.0
02.06.2024 09:30;398.8;52.5;92.4;248.0;20.0
02.06.2024 09:45;669.2;712.3;167.1;262.0;20.0
02.06.2024 10:00;753.6;785.4;180.3;280.4;22.1
02.06.2024 10:15;756.2;331.0;178.9;294.1;22.1
02.06.2024 10:30;801.6;122.1;154.6;283.5;22.1
02.06.2024 10:45;328.7;205.0;64.0;291.5;22.1
02.06.2024 11:00;224.2;304.7;56.2;270.7;21.4
02.06.2024 11:15;811.8;842.3;193.3;242.1;21.4
02.06.2024 11:30;388.3;20.2;103.0;258.8;21.4
02.06.2024 11:45;823.0;836.7;192.9;269.7;21.4
02.06.2024 12:00;827.2;755.5;210.6;333.6;23.2
02.06.2024 12:15;840.1;836.8;195.3;226.8;23.2
02.06.2024 12:30;571.9;56.1;127.4;425.7;23.2
02.06.2024 12:45;569.8;318.6;95.5;309.0;23.2
02.06.2024 13:00;760.9;317.3;211.7;346.2;23.4
02.06.2024 13:15;387.5;2.3;85.8;396.9;23.4
02.06.2024 13:30;576.4;368.3;190.4;446.7;23.4
02.06.2024 13:45;1016.8;863.2;232.4;388.6;23.4
02.06.2024 14:00;922.4;615.3;208.7;282.5;25.0
02.06.2024 14:15;960.9;719.4;218.2;333.7;25.0
02.06.2024 14:30;936.4;655.9;215.4;387.6;25.0
02.06.2024 14:45;548.0;375.6;101.4;345.7;25.0
02.06.2024 15:00;630.1;471.2;159.5;336.5;24.0
02.06.2024 15:15;208.0;9.3;50.8;219.9;24.0
02.06.2024 15:30;208.0;7.4;46.4;182.6;24.0
02.06.2024 15:45;182.2;9.6;43.3;190.0;24.0
02.06.2024 16:00;214.7;0.6;47.8;216.7;21.4
02.06.2024 16:15;177.8;1.9;39.8;184.2;21.4
02.06.2024 16:30;219.3;25.5;49.9;210.7;21.4
02.06.2024 16:45;208.5;4.5;47.7;213.9;21.4
02.06.2024 17:00;182.7;2.8;41.0;191.0;20.4
02.06.2024 17:15;181.4;2.4;41.0;187.4;20.4
02.06.2024 17:30;164.1;1.2;37.2;166.9;20.4
02.06.2024 17:45;147.9;2.7;33.6;150.4;20.4
02.06.2024 18:00;134.8;0.1;30.6;138.4;20.1
02.06.2024 18:15;144.1;2.8;33.5;148.2;20.1
02.06.2024 18:30;145.0;1.7;33.5;150.0;20.1
02.06.2024 18:45;117.6;0.5;26.6;123.8;20.1
02.06.2024 19:00;102.8;0.0;23.4;108.0;19.5
02.06.2024 19:15;101.6;0.5;22.4;106.7;19.5
02.06.2024 19:30;110.4;4.2;25.7;115.7;19.5
02.06.2024 19:45;108.1;4.1;25.8;112.7;19.5
02.06.2024 20:00;114.5;91.2;28.1;95.4;19.0
02.06.2024 20:15;115.3;199.2;30.6;77.8;19.0
02.06.2024 20:30;147.9;347.6;42.9;77.1;19.0
02.06.2024 20:45;141.4;447.5;42.4;66.3;19.0
02.06.2024 21:00;113.6;403.2;33.3;57.4;18.6
02.06.2024 21:15;78.0;347.7;15.7;38.4;18.6
02.06.2024 21:30;53.9;285.4;2.6;28.3;18.6
02.06.2024 21:45;37.1;227.2;0.7;21.8;18.6
02.06.2024 22:00;22.3;145.2;0.0;15.9;17.4
02.06.2024 22:15;12.6;74.7;0.3;10.5;17.4
02.06.2024 22:30;5.6;0.0;0.0;6.3;17.4
02.06.2024 22:45;1.5;0.0;0.0;2.5;17.4
02.06.2024 23:00;0.0;0.0;0.0;0.1;16.8
02.06.2024 23:15;0.0;0.0;0.0;0.0;16.8
02.06.2024 23:30;0.0;0.0;0.0;0.0;16.8
02.06.2024 23:45;0.0;0.0;0.0;0.0;16.8
03.06.2024 00:00;0.0;0.0;0.0;0.0;15.7
03.06.2024 00:15;0.0;0.0;0.0;0.0;15.7
03.06.2024 00:30;0.0;0.0;0.0;0.0;15.7
03.06.2024 00:45;0.0;0.0;0.0;0.0;15.7
03.06.2024 01:00;0.0;0.0;0.0;0.0;15.0
03.06.2024 01:15;0.0;0.0;0.0;0.0;15.0
03.06.2024 01:30;0.0;0.0;0.0;0.0;15.0
03.06.2024 01:45;0.0;0.0;0.0;0.0;15.0
03.06.2024 02:00;0.0;0.0;0.0;0.0;14.5
03.06.2024 02:15;0.0;0.0;0.0;0.0;14.5
03.06.2024 02:30;0.0;0.0;0.0;0.0;14.5
03.06.2024 02:45;0.0;0.0;0.0;0.0;14.5
03.06.2024 03:00;0.0;0.0;0.0;0.0;13.7
03.06.2024 03:15;0.0;0.0;0.0;0.0;13.7
03.06.2024 03:30;0.0;0.0;0.0;0.0;13.7
03.06.2024 03:45;0.0;0.0;0.0;1.2;13.7
03.06.2024 04:00;1.7;0.0;0.0;3.1;12.1
03.06.2024 04:15;4.9;0.0;0.0;5.7;12.1
03.06.2024 04:30;10.0;0.0;1.0;10.7;12.1
03.06.2024 04:45;22.1;0.0;2.3;16.8;12.1
03.06.2024 05:00;35.3;0.0;6.5;20.7;12.2
03.06.2024 05:15;50.3;8.8;14.5;29.4;12.2
03.06.2024 05:30;70.1;56.0;19.3;38.5;12.2
03.06.2024 05:45;71.3;34.9;29.4;65.0;12.2
03.06.2024 06:00;72.6;4.8;15.7;69.7;13.4
03.06.2024 06:15;77.9;5.7;14.8;76.6;13.4
03.06.2024 06:30;107.6;5.5;24.5;99.9;13.4
03.06.2024 06:45;158.5;72.9;38.4;139.0;13.4
03.06.2024 07:00;230.2;162.8;62.8;86.8;15.3
03.06.2024 07:15;252.0;610.0;66.6;71.4;15.3
03.06.2024 07:30;282.6;651.7;74.5;69.5;15.3
03.06.2024 07:45;310.3;667.2;82.8;72.9;15.3
03.06.2024 08:00;342.3;697.2;91.2;73.9;18.3
03.06.2024 08:15;374.8;723.6;98.9;72.2;18.3
03.06.2024 08:30;406.0;747.8;104.7;72.5;18.3
03.06.2024 08:45;435.4;759.4;111.2;74.3;18.3
03.06.2024 09:00;465.7;775.8;117.5;76.6;20.3
03.06.2024 09:15;496.8;785.6;123.7;82.8;20.3
03.06.2024 09:30;555.3;800.4;137.7;119.6;20.3
03.06.2024 09:45;573.3;803.5;143.1;113.1;20.3
03.06.2024 10:00;640.8;814.2;153.6;148.1;21.9
03.06.2024 10:15;650.8;815.2;158.6;142.9;21.9
03.06.2024 10:30;669.6;833.9;156.3;129.9;21.9
03.06.2024 10:45;685.3;850.4;159.3;116.1;21.9
03.06.2024 11:00;681.0;849.5;157.0;97.8;22.3
03.06.2024 11:15;697.8;843.7;160.8;116.8;22.3
03.06.2024 11:30;719.4;866.7;165.1;116.2;22.3
03.06.2024 11:45;747.6;862.5;171.9;126.1;22.3
03.06.2024 12:00;802.9;67.6;188.3;217.5;23.1
03.06.2024 12:15;814.7;649.0;193.6;191.3;23.1
03.06.2024 12:30;848.7;853.0;191.7;205.2;23.1
03.06.2024 12:45;224.7;843.0;63.5;249.3;23.1
03.06.2024 13:00;854.2;851.4;195.3;204.5;23.3
03.06.2024 13:15;846.3;862.5;194.6;211.0;23.3
03.06.2024 13:30;889.3;858.2;205.5;255.0;23.3
03.06.2024 13:45;668.0;436.7;43.0;226.7;23.3
03.06.2024 14:00;209.4;2.4;39.6;192.9;23.3
03.06.2024 14:15;868.9;823.1;202.7;252.3;23.3
03.06.2024 14:30;883.5;381.7;204.9;287.7;23.3
03.06.2024 14:45;916.4;821.5;216.0;332.4;23.3
03.06.2024 15:00;808.5;815.6;48.3;216.0;24.9
03.06.2024 15:15;178.7;2.6;37.9;185.2;24.9
03.06.2024 15:30;454.3;584.7;135.7;251.6;24.9
03.06.2024 15:45;216.6;17.0;51.2;233.8;24.9
03.06.2024 16:00;796.6;798.1;171.0;271.7;25.2
03.06.2024 16:15;751.4;774.5;181.4;272.8;25.2
03.06.2024 16:30;254.9;54.6;44.0;211.6;25.2
03.06.2024 16:45;122.8;0.0;24.2;130.6;25.2
03.06.2024 17:00;176.9;75.8;38.0;180.7;23.7
03.06.2024 17:15;164.6;2.3;36.3;167.0;23.7
03.06.2024 17:30;234.0;9.4;53.3;227.8;23.7
03.06.2024 17:45;578.7;681.0;151.4;250.1;23.7
03.06.2024 18:00;165.1;22.9;40.5;163.0;25.0
03.06.2024 18:15;133.8;505.3;30.0;136.2;25.0
03.06.2024 18:30;93.1;0.0;15.0;101.3;25.0
03.06.2024 18:45;378.1;643.5;104.6;126.2;25.0
03.06.2024 19:00;295.5;247.8;55.7;129.9;23.9
03.06.2024 19:15;355.5;620.0;99.0;155.9;23.9
03.06.2024 19:30;127.6;2.3;30.4;139.7;23.9
03.06.2024 19:45;92.3;0.0;19.5;97.3;23.9
03.06.2024 20:00;71.5;0.0;14.8;75.9;23.1
03.06.2024 20:15;71.5;33.2;17.5;66.7;23.1
03.06.2024 20:30;161.9;450.1;50.2;74.1;23.1
03.06.2024 20:45;122.4;378.9;35.6;51.9;23.1
03.06.2024 21:00;103.8;411.4;29.9;45.0;22.6
03.06.2024 21:15;57.1;232.5;11.3;37.5;22.6
03.06.2024 21:30;60.3;290.6;5.4;34.1;22.6
03.06.2024 21:45;41.7;228.8;3.3;26.7;22.6
03.06.2024 22:00;26.1;151.4;2.1;18.3;20.6
03.06.2024 22:15;11.6;39.1;0.2;10.2;20.6
03.06.2024 22:30;4.3;0.0;0.0;5.2;20.6
03.06.2024 22:45;1.1;0.0;0.0;1.5;20.6
03.06.2024 23:00;0.0;0.0;0.0;0.0;17.8
03.06.2024 23:15;0.0;0.0;0.0;0.0;17.8
03.06.2024 23:30;0.0;0.0;0.0;0.0;17.8
03.06.2024 23:45;0.0;0.0;0.0;0.0;17.8
04.06.2024 00:00;0.0;0.0;0.0;0.0;16.3
04.06.2024 00:15;0.0;0.0;0.0;0.0;16.3
04.06.2024 00:30;0.0;0.0;0.0;0.0;16.3
04.06.2024 00:45;0.0;0.0;0.0;0.0;16.3
04.06.2024 01:00;0.0;0.0;0.0;0.0;16.2
04.06.2024 01:15;0.0;0.0;0.0;0.0;16.2
04.06.2024 01:30;0.0;0.0;0.0;0.0;16.2
04.06.2024 01:45;0.0;0.0;0.0;0.0;16.2
04.06.2024 02:00;0.0;0.0;0.0;0.0;15.4
04.06.2024 02:15;0.0;0.0;0.0;0.0;15.4
04.06.2024 02:30;0.0;0.0;0.0;0.0;15.4
04.06.2024 02:45;0.0;0.0;0.0;0.0;15.4
04.06.2024 03:00;0.0;0.0;0.0;0.0;14.6
04.06.2024 03:15;0.0;0.0;0.0;0.0;14.6
04.06.2024 03:30;0.0;0.0;0.0;0.0;14.6
04.06.2024 03:45;0.9;0.0;0.4;1.5;14.6
04.06.2024 04:00;2.6;0.0;0.9;2.7;14.6
04.06.2024 04:15;4.3;0.0;0.7;4.2;14.6
04.06.2024 04:30;5.8;0.2;1.6;5.5;14.6
04.06.2024 04:45;5.1;0.2;0.7;5.2;14.6
04.06.2024 05:00;8.6;0.4;1.8;9.0;15.2
04.06.2024 05:15;20.5;0.6;5.1;21.5;15.2
04.06.2024 05:30;29.0;1.4;6.7;31.2;15.2
04.06.2024 05:45;36.7;1.6;8.6;40.2;15.2
04.06.2024 06:00;48.0;1.6;11.2;51.0;15.8
04.06.2024 06:15;76.0;3.5;17.4;76.5;15.8
04.06.2024 06:30;100.0;26.1;16.8;72.8;15.8
04.06.2024 06:45;130.2;14.5;25.2;93.4;15.8
04.06.2024 07:00;158.1;12.8;35.0;124.7;16.4
04.06.2024 07:15;186.1;378.8;71.8;179.4;16.4
04.06.2024 07:30;344.0;531.4;94.5;154.2;16.4
04.06.2024 07:45;385.9;481.5;72.8;141.4;16.4
04.06.2024 08:00;302.2;579.5;99.2;134.6;18.1
04.06.2024 08:15;393.8;697.5;103.5;102.9;18.1
04.06.2024 08:30;441.9;677.0;114.6;127.0;18.1
04.06.2024 08:45;459.4;744.1;132.3;138.4;18.1
04.06.2024 09:00;427.2;698.5;126.4;137.2;19.4
04.06.2024 09:15;539.1;737.4;136.6;139.7;19.4
04.06.2024 09:30;555.0;716.2;120.9;118.5;19.4
04.06.2024 09:45;576.4;814.3;141.1;109.8;19.4
04.06.2024 10:00;651.3;606.3;159.9;170.2;20.3
04.06.2024 10:15;671.9;849.1;164.2;159.1;20.3
04.06.2024 10:30;636.8;674.0;158.9;139.7;20.3
04.06.2024 10:45;679.9;854.6;160.8;114.2;20.3
04.06.2024 11:00;691.2;870.7;162.2;98.8;22.2
04.06.2024 11:15;794.2;874.4;184.3;190.8;22.2
04.06.2024 11:30;591.4;590.3;168.1;304.0;22.2
04.06.2024 11:45;730.5;886.4;186.7;176.4;22.2
04.06.2024 12:00;225.4;19.4;62.8;209.4;22.6
04.06.2024 12:15;761.1;448.4;192.0;248.0;22.6
04.06.2024 12:30;769.9;858.6;205.8;222.6;22.6
04.06.2024 12:45;495.3;342.3;136.0;194.5;22.6
04.06.2024 13:00;845.0;908.4;193.6;153.5;23.3
04.06.2024 13:15;437.9;161.4;64.8;200.2;23.3
04.06.2024 13:30;836.6;447.9;152.0;140.2;23.3
04.06.2024 13:45;799.8;915.0;181.0;104.9;23.3
04.06.2024 14:00;783.5;913.6;177.6;87.9;23.8
04.06.2024 14:15;801.3;901.4;182.6;129.8;23.8
04.06.2024 14:30;771.7;901.2;175.9;99.0;23.8
04.06.2024 14:45;764.1;901.1;174.3;95.5;23.8
04.06.2024 15:00;745.6;890.8;171.5;100.9;23.7
04.06.2024 15:15;733.2;881.3;169.1;104.9;23.7
04.06.2024 15:30;514.4;879.4;118.6;124.0;23.7
04.06.2024 15:45;692.3;884.3;161.3;88.2;23.7
04.06.2024 16:00;669.8;879.5;158.3;82.7;23.0
04.06.2024 16:15;640.3;867.4;151.6;79.5;23.0
04.06.2024 16:30;622.6;866.6;148.2;74.9;23.0
04.06.2024 16:45;601.2;864.2;145.4;72.6;23.0
04.06.2024 17:00;572.7;855.7;139.2;72.4;22.5
04.06.2024 17:15;545.0;841.6;133.7;71.7;22.5
04.06.2024 17:30;514.9;824.4;128.1;71.6;22.5
04.06.2024 17:45;488.0;816.0;122.1;68.0;22.5
04.06.2024 18:00;460.2;817.3;117.0;65.1;21.6
04.06.2024 18:15;432.0;804.4;111.2;63.7;21.6
04.06.2024 18:30;400.3;795.0;105.9;60.0;21.6
04.06.2024 18:45;368.6;773.3;99.1;57.4;21.6
04.06.2024 19:00;338.1;764.3;92.3;55.4;21.3
04.06.2024 19:15;308.1;745.3;85.5;52.9;21.3
04.06.2024 19:30;278.6;730.0;78.5;50.8;21.3
04.06.2024 19:45;247.9;700.4;70.9;47.3;21.3
04.06.2024 20:00;218.5;673.0;63.0;45.2;19.8
04.06.2024 20:15;189.0;638.0;55.7;42.1;19.8
04.06.2024 20:30;162.1;609.6;48.4;39.0;19.8
04.06.2024 20:45;135.5;565.6;41.3;36.0;19.8
04.06.2024 21:00;110.6;527.7;33.5;32.7;18.6
04.06.2024 21:15;85.9;464.7;18.4;29.0;18.6
04.06.2024 21:30;64.0;409.0;1.5;25.2;18.6
04.06.2024 21:45;46.5;349.3;0.0;20.1;18.6
04.06.2024 22:00;29.8;269.3;0.0;15.9;16.7
04.06.2024 22:15;18.0;184.8;0.0;11.7;16.7
04.06.2024 22:30;8.7;84.5;0.0;7.6;16.7
04.06.2024 22:45;2.2;0.0;0.0;4.2;16.7
04.06.2024 23:00;0.0;0.0;0.0;0.5;13.2
04.06.2024 23:15;0.0;0.0;0.0;0.0;13.2
04.06.2024 23:30;0.0;0.0;0.0;0.0;13.2
04.06.2024 23:45;0.0;0.0;0.0;0.0;13.2
05.06.2024 00:00;0.0;0.0;0.0;0.0;11.4
05.06.2024 00:15;0.0;0.0;0.0;0.0;11.4
05.06.2024 00:30;0.0;0.0;0.0;0.0;11.4
05.06.2024 00:45;0.0;0.0;0.0;0.0;11.4
05.06.2024 01:00;0.0;0.0;0.0;0.0;9.2
05.06.2024 01:15;0.0;0.0;0.0;0.0;9.2
05.06.2024 01:30;0.0;0.0;0.0;0.0;9.2
05.06.2024 01:45;0.0;0.0;0.0;0.0;9.2
05.06.2024 02:00;0.0;0.0;0.0;0.0;8.5
05.06.2024 02:15;0.0;0.0;0.0;0.0;8.5
05.06.2024 02:30;0.0;0.0;0.0;0.0;8.5
05.06.2024 02:45;0.0;0.0;0.0;0.0;8.5
05.06.2024 03:00;0.0;0.0;0.0;0.0;7.3
05.06.2024 03:15;0.0;0.0;0.0;0.0;7.3
05.06.2024 03:30;0.0;0.0;0.0;0.0;7.3
05.06.2024 03:45;0.0;0.0;0.0;1.1;7.3
05.06.2024 04:00;2.5;0.0;0.0;3.9;6.7
05.06.2024 04:15;7.5;0.0;0.0;5.2;6.7
05.06.2024 04:30;11.9;0.0;4.4;12.4;6.7
05.06.2024 04:45;27.3;0.0;9.4;14.7;6.7
05.06.2024 05:00;43.7;9.3;13.5;20.3;7.0
05.06.2024 05:15;63.3;79.4;19.3;27.1;7.0
05.06.2024 05:30;85.7;438.5;24.5;37.4;7.0
05.06.2024 05:45;116.4;494.3;33.5;48.5;7.0
05.06.2024 06:00;142.8;534.2;41.9;56.7;9.6
05.06.2024 06:15;157.8;543.9;46.2;54.2;9.6
05.06.2024 06:30;108.4;253.2;27.0;52.2;9.6
05.06.2024 06:45;147.4;397.4;41.0;52.9;9.6
05.06.2024 07:00;196.4;505.9;52.8;53.4;11.9
05.06.2024 07:15;275.7;725.7;77.3;54.0;11.9
05.06.2024 07:30;308.4;764.4;86.1;53.6;11.9
05.06.2024 07:45;340.6;784.4;93.2;55.9;11.9
05.06.2024 08:00;372.7;800.2;101.6;58.1;16.0
05.06.2024 08:15;407.0;828.5;109.7;59.7;16.0
05.06.2024 08:30;443.7;842.6;117.6;64.5;16.0
05.06.2024 08:45;483.0;855.4;126.3;72.8;16.0
05.06.2024 09:00;532.8;859.4;136.3;96.1;16.9
05.06.2024 09:15;545.9;819.9;138.3;111.4;16.9
05.06.2024 09:30;528.1;765.3;133.1;103.8;16.9
05.06.2024 09:45;574.7;848.6;144.8;92.5;16.9
05.06.2024 10:00;602.0;857.8;150.3;89.6;18.9
05.06.2024 10:15;596.0;803.8;143.6;96.7;18.9
05.06.2024 10:30;676.9;900.5;162.6;92.0;18.9
05.06.2024 10:45;673.7;847.6;159.1;107.6;18.9
05.06.2024 11:00;727.8;866.6;171.9;135.8;19.7
05.06.2024 11:15;668.6;755.1;156.3;149.1;19.7
05.06.2024 11:30;679.3;787.5;159.0;137.6;19.7
05.06.2024 11:45;759.9;898.6;176.4;105.3;19.7
05.06.2024 12:00;747.8;891.2;172.5;93.9;20.9
05.06.2024 12:15;761.0;862.6;172.0;86.0;20.9
05.06.2024 12:30;779.3;925.8;178.0;75.7;20.9
05.06.2024 12:45;783.6;929.0;178.0;73.2;20.9
05.06.2024 13:00;785.3;927.2;177.8;74.1;21.6
05.06.2024 13:15;787.7;925.9;177.7;74.9;21.6
05.06.2024 13:30;779.5;910.4;174.4;77.0;21.6
05.06.2024 13:45;781.9;915.1;176.3;75.7;21.6
05.06.2024 14:00;781.1;928.3;175.5;70.2;22.2
05.06.2024 14:15;776.2;930.2;175.4;70.2;22.2
05.06.2024 14:30;769.5;932.2;174.6;68.2;22.2
05.06.2024 14:45;754.3;922.2;171.6;69.7;22.2
05.06.2024 15:00;743.7;924.9;171.2;68.1;23.5
05.06.2024 15:15;727.3;910.8;167.4;68.9;23.5
05.06.2024 15:30;709.6;909.8;162.7;68.6;23.5
05.06.2024 15:45;694.9;914.4;161.3;66.6;23.5
05.06.2024 16:00;671.3;903.3;157.2;65.7;23.1
05.06.2024 16:15;646.7;893.3;152.9;67.0;23.1
05.06.2024 16:30;626.5;884.4;149.4;66.0;23.1
05.06.2024 16:45;603.4;884.1;145.0;65.1;23.1
05.06.2024 17:00;579.4;878.0;140.3;64.5;22.9
05.06.2024 17:15;549.4;862.0;133.7;64.4;22.9
05.06.2024 17:30;521.6;852.4;129.8;63.2;22.9
05.06.2024 17:45;489.6;832.2;123.1;64.4;22.9
05.06.2024 18:00;460.5;812.5;115.9;64.8;21.8
05.06.2024 18:15;431.9;803.7;110.3;62.3;21.8
05.06.2024 18:30;397.7;774.6;103.3;63.0;21.8
05.06.2024 18:45;370.3;766.6;98.8;61.5;21.8
05.06.2024 19:00;338.6;743.6;92.1;59.7;20.6
05.06.2024 19:15;308.3;728.9;85.6;56.7;20.6
05.06.2024 19:30;277.1;701.5;78.3;55.0;20.6
05.06.2024 19:45;243.9;671.6;69.2;51.5;20.6
05.06.2024 20:00;216.7;649.8;62.8;48.6;20.0
05.06.2024 20:15;187.2;616.9;54.0;44.8;20.0
05.06.2024 20:30;157.6;571.9;46.3;41.0;20.0
05.06.2024 20:45;130.8;524.6;37.9;37.7;20.0
05.06.2024 21:00;105.7;474.1;30.7;34.7;18.7
05.06.2024 21:15;82.5;415.5;18.2;30.7;18.7
05.06.2024 21:30;62.3;357.3;2.7;26.4;18.7
05.06.2024 21:45;44.8;297.9;1.5;21.8;18.7
05.06.2024 22:00;29.5;217.0;0.8;17.2;17.3
05.06.2024 22:15;17.9;138.0;1.1;12.2;17.3
05.06.2024 22:30;6.5;5.7;0.0;6.7;17.3
05.06.2024 22:45;2.3;0.0;0.0;2.6;17.3
05.06.2024 23:00;0.2;0.0;0.0;0.9;14.2
05.06.2024 23:15;0.0;0.0;0.0;0.0;14.2
05.06.2024 23:30;0.0;0.0;0.0;0.0;14.2
05.06.2024 23:45;0.0;0.0;0.0;0.0;14.2
06.06.2024 00:00;0.0;0.0;0.0;0.0;11.8
06.06.2024 00:15;0.0;0.0;0.0;0.0;11.8
06.06.2024 00:30;0.0;0.0;0.0;0.0;11.8
06.06.2024 00:45;0.0;0.0;0.0;0.0;11.8
06.06.2024 01:00;0.0;0.0;0.0;0.0;10.7
06.06.2024 01:15;0.0;0.0;0.0;0.0;10.7
06.06.2024 01:30;0.0;0.0;0.0;0.0;10.7
06.06.2024 01:45;0.0;0.0;0.0;0.0;10.7
06.06.2024 02:00;0.0;0.0;0.0;0.0;10.7
06.06.2024 02:15;0.0;0.0;0.0;0.0;10.7
06.06.2024 02:30;0.0;0.3;0.0;0.0;10.7
06.06.2024 02:45;0.0;0.0;0.0;0.0;10.7
06.06.2024 03:00;0.0;0.0;0.0;0.0;10.5
06.06.2024 03:15;0.0;0.0;0.0;0.0;10.5
06.06.2024 03:30;0.0;0.0;0.0;0.0;10.5
06.06.2024 03:45;3.7;0.0;1.3;4.7;10.5
06.06.2024 04:00;6.6;1.1;2.9;7.7;10.8
06.06.2024 04:15;7.0;1.7;2.7;7.2;10.8
06.06.2024 04:30;13.4;1.7;6.3;14.1;10.8
06.06.2024 04:45;16.2;1.4;6.6;12.0;10.8
06.06.2024 05:00;16.4;2.9;5.5;15.0;12.6
06.06.2024 05:15;15.9;2.5;4.4;17.0;12.6
06.06.2024 05:30;26.3;1.9;6.6;28.0;12.6
06.06.2024 05:45;34.5;2.0;8.9;36.5;12.6
06.06.2024 06:00;43.1;2.4;10.2;46.2;13.1
06.06.2024 06:15;50.6;3.2;12.3;54.6;13.1
06.06.2024 06:30;43.3;3.2;10.2;47.7;13.1
06.06.2024 06:45;47.9;2.2;10.4;51.5;13.1
06.06.2024 07:00;57.5;3.0;14.6;63.5;14.1
06.06.2024 07:15;102.5;2.4;24.5;103.7;14.1
06.06.2024 07:30;120.0;2.0;30.0;123.1;14.1
