Päivämäärä;Arvioitu tuotanto (kW);Tuotanto (kW);Korreloitu tuotanto (kW)
5/28/2024 13:45;142.2256408;510.208;124.9030854
5/28/2024 14:00;662.3523118;506.624;581.6802573
5/28/2024 14:15;643.8284834;326.272;565.4125625
5/28/2024 14:30;638.5183445;264.448;560.7491789
5/28/2024 14:45;630.0341134;540.544;553.2982956
5/28/2024 15:00;611.8919996;526.592;537.365824
5/28/2024 15:15;145.5814959;499.712;127.8502098
5/28/2024 15:30;584.4586864;481.408;513.2737865
5/28/2024 15:45;546.8250189;465.536;480.2237602
5/28/2024 16:00;515.4229194;449.92;452.6463198
5/28/2024 16:15;76.51877326;212.096;67.19907053
5/28/2024 16:30;188.9945472;408.064;165.9757125
5/28/2024 16:45;427.2167547;240.64;375.1833388
5/28/2024 17:00;376.6853472;358.912;330.8064693
5/28/2024 17:15;335.3040664;310.4;294.465275
5/28/2024 17:30;304.8927969;248.704;267.7579853
5/28/2024 17:45;282.4833263;244.224;248.0779051
5/28/2024 18:00;169.0375893;178.816;148.449438
5/28/2024 18:15;197.016461;184.448;173.020587
5/28/2024 18:30;170.6411873;145.92;149.8577237
5/28/2024 18:45;132.2676092;113.664;116.1579051
5/28/2024 19:00;105.1225169;83.328;92.31898432
5/28/2024 19:15;84.6420275;58.368;74.33294254
5/28/2024 19:30;59.48179178;39.552;52.2371302
5/28/2024 19:45;26.8803981;29.312;23.60646533
5/28/2024 20:00;20.19545809;25.856;17.73572622
5/28/2024 20:15;16.66856677;23.04;14.63839718
5/28/2024 20:30;13.42603277;20.608;11.79079179
5/28/2024 20:45;10.344104;18.304;9.084230507
5/28/2024 21:00;7.823648231;15.744;6.870756899
5/28/2024 21:15;5.4156078;12.672;4.75600686
5/28/2024 21:30;3.614836963;9.344;3.174563231
5/28/2024 21:45;2.027787525;6.144;1.780810527
5/28/2024 22:00;0.980102821;3.2;0.860729933
5/28/2024 22:15;0.318281751;0.896;0.279516215
5/28/2024 22:30;0.069244169;0;0.060810486
5/28/2024 22:45;0.007557045;0;0.006636625
5/28/2024 23:00;0;0;0
5/28/2024 23:15;0;0;0
5/28/2024 23:30;0;0;0
5/28/2024 23:45;0;0;0
5/29/2024 0:00;0;0;0
;;;
