Time: 2024-05-12 02:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 02:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': -1.0, 'Wind speed': 1.5, 'Gust speed': 2.1, 'Wind direction': 314.0, 'Relative humidity': 86.0, 'Dew-point temperature': -3.1, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.2, 'Horizontal visibility': 50000.0, 'Cloud amount': 1.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 02:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 03:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': -1.0, 'Wind speed': 2.2, 'Gust speed': 2.9, 'Wind direction': 324.0, 'Relative humidity': 85.0, 'Dew-point temperature': -3.1, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.4, 'Horizontal visibility': 50000.0, 'Cloud amount': 5.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 03:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 03:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': -0.6, 'Wind speed': 1.5, 'Gust speed': 2.3, 'Wind direction': 320.0, 'Relative humidity': 85.0, 'Dew-point temperature': -2.9, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.4, 'Horizontal visibility': 50000.0, 'Cloud amount': 1.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 03:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 04:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 1.4, 'Wind speed': 1.3, 'Gust speed': 2.1, 'Wind direction': 315.0, 'Relative humidity': 80.0, 'Dew-point temperature': -1.6, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.5, 'Horizontal visibility': 50000.0, 'Cloud amount': 1.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 04:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 04:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 2.3, 'Wind speed': 1.0, 'Gust speed': 1.8, 'Wind direction': 320.0, 'Relative humidity': 70.0, 'Dew-point temperature': -2.5, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.4, 'Horizontal visibility': 50000.0, 'Cloud amount': 3.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 04:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 05:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 3.9, 'Wind speed': 1.6, 'Gust speed': 3.5, 'Wind direction': 332.0, 'Relative humidity': 65.0, 'Dew-point temperature': -2.1, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.6, 'Horizontal visibility': 48490.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 05:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 05:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 6.6, 'Wind speed': 0.7, 'Gust speed': 1.4, 'Wind direction': 71.0, 'Relative humidity': 53.0, 'Dew-point temperature': -2.3, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.2, 'Horizontal visibility': 49620.0, 'Cloud amount': 1.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 05:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 06:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 7.5, 'Wind speed': 1.4, 'Gust speed': 2.6, 'Wind direction': 358.0, 'Relative humidity': 47.0, 'Dew-point temperature': -3.0, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.4, 'Horizontal visibility': 49030.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 06:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 06:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 8.6, 'Wind speed': 1.5, 'Gust speed': 2.3, 'Wind direction': 24.0, 'Relative humidity': 44.0, 'Dew-point temperature': -3.1, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.2, 'Horizontal visibility': 41720.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 06:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 07:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 9.7, 'Wind speed': 2.5, 'Gust speed': 4.5, 'Wind direction': 355.0, 'Relative humidity': 39.0, 'Dew-point temperature': -3.5, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.2, 'Horizontal visibility': 50000.0, 'Cloud amount': 5.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 07:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 07:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 10.2, 'Wind speed': 1.6, 'Gust speed': 2.9, 'Wind direction': 306.0, 'Relative humidity': 37.0, 'Dew-point temperature': -3.7, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.0, 'Horizontal visibility': 50000.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 07:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 08:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 10.2, 'Wind speed': 2.0, 'Gust speed': 4.0, 'Wind direction': 312.0, 'Relative humidity': 39.0, 'Dew-point temperature': -3.1, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1024.1, 'Horizontal visibility': 50000.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 08:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 08:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 11.3, 'Wind speed': 2.5, 'Gust speed': 5.2, 'Wind direction': 337.0, 'Relative humidity': 35.0, 'Dew-point temperature': -3.5, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.9, 'Horizontal visibility': 38490.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 08:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 09:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 11.4, 'Wind speed': 1.6, 'Gust speed': 3.8, 'Wind direction': 359.0, 'Relative humidity': 33.0, 'Dew-point temperature': -4.4, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.8, 'Horizontal visibility': 48190.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 09:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 09:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 11.4, 'Wind speed': 1.8, 'Gust speed': 3.4, 'Wind direction': 329.0, 'Relative humidity': 37.0, 'Dew-point temperature': -2.7, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.9, 'Horizontal visibility': 48200.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 09:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 10:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 11.9, 'Wind speed': 1.3, 'Gust speed': 2.2, 'Wind direction': 266.0, 'Relative humidity': 38.0, 'Dew-point temperature': -1.9, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.7, 'Horizontal visibility': 47320.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 10:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 10:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 12.8, 'Wind speed': 1.3, 'Gust speed': 2.9, 'Wind direction': 166.0, 'Relative humidity': 32.0, 'Dew-point temperature': -3.5, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.4, 'Horizontal visibility': 41370.0, 'Cloud amount': 5.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 10:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 11:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 13.4, 'Wind speed': 0.7, 'Gust speed': 2.0, 'Wind direction': 152.0, 'Relative humidity': 31.0, 'Dew-point temperature': -3.6, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.2, 'Horizontal visibility': 49530.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 11:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 11:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 13.8, 'Wind speed': 1.0, 'Gust speed': 2.7, 'Wind direction': 333.0, 'Relative humidity': 33.0, 'Dew-point temperature': -2.4, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1023.0, 'Horizontal visibility': 50000.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 11:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 12:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 14.0, 'Wind speed': 1.5, 'Gust speed': 3.1, 'Wind direction': 218.0, 'Relative humidity': 33.0, 'Dew-point temperature': -2.1, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1022.7, 'Horizontal visibility': 38600.0, 'Cloud amount': 7.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 12:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 12:30:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 15.0, 'Wind speed': 1.5, 'Gust speed': 3.7, 'Wind direction': 174.0, 'Relative humidity': 33.0, 'Dew-point temperature': -1.3, 'Precipitation amount': nan, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1022.4, 'Horizontal visibility': 42180.0, 'Cloud amount': 5.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 12:45:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
Time: 2024-05-12 13:00:00, Station: Jokioinen Ilmala, Data: {'Air temperature': 14.4, 'Wind speed': 3.0, 'Gust speed': 6.5, 'Wind direction': 277.0, 'Relative humidity': 31.0, 'Dew-point temperature': -2.5, 'Precipitation amount': 0.0, 'Precipitation intensity': 0.0, 'Snow depth': 0.0, 'Pressure (msl)': 1022.3, 'Horizontal visibility': 47670.0, 'Cloud amount': 5.0, 'Present weather (auto)': 0.0}
Time: 2024-05-12 13:15:00, Station: Jokioinen Ilmala, Data: {'Air temperature': nan, 'Wind speed': nan, 'Gust speed': nan, 'Wind direction': nan, 'Relative humidity': nan, 'Dew-point temperature': nan, 'Precipitation amount': nan, 'Precipitation intensity': nan, 'Snow depth': nan, 'Pressure (msl)': nan, 'Horizontal visibility': nan, 'Cloud amount': nan, 'Present weather (auto)': nan}
